# TODO: this is ps -ef output on your k40
# TODO: interpret what's going on

UID             PID   PPID C STIME TTY          TIME CMD
system         5033    783 0 22:41:58 ?     00:00:00 com.miui.notification:remote
u0_a249        5067    783 0 22:41:58 ?     00:00:01 com.android.email
u0_a118        5115    783 0 22:41:58 ?     00:00:03 com.miui.analytics
u0_a125        5200    783 0 22:41:58 ?     00:00:01 com.xiaomi.simactivate.service
u0_a171        5305    783 0 22:41:58 ?     00:00:01 com.xiaomi.xmsf
finddevice     5345    783 0 22:41:58 ?     00:00:00 com.xiaomi.finddevice:securitypush
u0_a149        5371    783 0 22:41:58 ?     00:00:00 com.miui.misound
system         5454    783 0 22:41:59 ?     00:00:00 com.miui.notification
u0_a134        5481    783 0 22:41:59 ?     00:00:00 com.miui.hybrid
u0_a119        5517    783 0 22:41:59 ?     00:00:03 com.android.mms
u0_a105        5570    783 0 22:41:59 ?     00:00:02 com.android.mms
radio          5642    783 0 22:41:59 ?     00:00:00 com.miui.vsimcore
u0_a134        5679    783 0 22:41:59 ?     00:00:00 com.miui.hybrid:entrance
u0_a121        5707    783 0 22:41:59 ?     00:00:01 com.xiaomi.account:accountservice
u0_a83         5730    783 0 22:41:59 ?     00:00:00 com.android.camera
u0_a92         5900    783 1 22:42:00 ?     00:00:07 com.lbe.security.miui
system         5943    783 0 22:42:00 ?     00:00:00 com.android.localtransport
root           6080      2 0 22:42:01 ?     00:00:00 [kworker/0:4-events]
u0_a82         6098    783 0 22:42:01 ?     00:00:00 com.mobiletools.systemhelper:register
u0_a101        6125    783 0 22:42:01 ?     00:00:01 com.android.calendar
u0_a78         6146    783 0 22:42:01 ?     00:00:00 android.process.mediaUI
system         6192    783 0 22:42:01 ?     00:00:03 com.miui.powerkeeper
system         6215    783 0 22:42:01 ?     00:00:00 com.xiaomi.joyose
u0_a78         6235    783 0 22:42:01 ?     00:00:02 android.process.media
root           6295      2 0 22:42:02 ?     00:00:00 [kworker/3:3-events]
system         6307    783 0 22:42:02 ?     00:00:00 com.miui.sysopt
root           6333      2 0 22:42:02 ?     00:00:00 [kworker/3:4-events_power_efficient]
u0_a85         6462    783 0 22:42:02 ?     00:00:00 com.android.providers.calendar
updater        6516    783 0 22:42:02 ?     00:00:00 com.android.updater
system         6573    783 0 22:42:02 ?     00:00:00 com.xiaomi.aiasst.service
u0_a150        6628    783 0 22:42:03 ?     00:00:00 com.miui.guardprovider
u0_a235        6661    784 0 22:42:03 ?     00:00:01 com.mi.health
system         6788    784 0 22:42:03 ?     00:00:00 com.xiaomi.misettings:remote
u0_a117        6931    783 0 22:42:04 ?     00:00:00 com.xiaomi.migameservice
system         6938    783 0 22:42:04 ?     00:00:00 com.qti.diagservices
u0_a121        7045    783 0 22:42:04 ?     00:00:01 com.xiaomi.account
u0_a201        7066    783 0 22:42:04 ?     00:00:00 com.android.carrierconfig
system         7116    783 0 22:42:05 ?     00:00:00 com.android.dynsystem
u0_a113        7153    783 0 22:42:05 ?     00:00:00 com.android.managedprovisioning
u0_a228        7188    783 0 22:42:05 ?     00:00:00 com.android.permissioncontroller
shell          7222    783 0 22:42:05 ?     00:00:00 com.android.shell
u0_a139        7271    783 0 22:42:06 ?     00:00:00 com.android.traceur
system         7293    784 0 22:42:06 ?     00:00:00 com.miui.bugreport
u0_a112        7323    783 0 22:42:06 ?     00:00:01 com.miui.cloudbackup
u0_a127        7385    783 0 22:42:07 ?     00:00:00 com.miui.core
u0_a143        7424    783 0 22:42:07 ?     00:00:02 com.miui.systemAdSolution
u0_a237        7486    784 0 22:42:07 ?     00:00:02 com.miui.newhome:launcher
system         7541    783 0 22:42:08 ?     00:00:00 com.miui.wmsvc
system         7586    783 0 22:42:08 ?     00:00:00 com.modemdebug
root           7612      1 0 22:42:08 ?     00:00:00 subsystem_ramdump_system 2
u0_a143        7662    783 0 22:42:08 ?     00:00:00 com.miui.systemAdSolution:ui
u0_a213        7708    783 0 22:42:08 ?     00:00:00 com.qualcomm.telephony
radio          7763    783 0 22:42:08 ?     00:00:00 com.qualcomm.qti.autoregistration
radio          7826    783 0 22:42:09 ?     00:00:00 com.qualcomm.qti.lpa
root           7887      2 0 22:42:09 ?     00:00:00 [kworker/0:5-events]
system         7920    783 6 22:42:09 ?     00:00:49 com.miui.securitycenter
system         7992    783 0 22:42:09 ?     00:00:02 com.xiaomi.mi_connect_service
system         8063    784 0 22:42:10 ?     00:00:00 com.xiaomi.mirror
mdnsr          8083      1 0 22:42:10 ?     00:00:00 mdnsd
system         8115    783 0 22:42:10 ?     00:00:00 com.xiaomi.mtb
system         8201    783 0 22:42:11 ?     00:00:00 com.xiaomi.oobhelper
u0_a157        8265    783 0 22:42:14 ?     00:00:00 com.android.htmlviewer
nfc            8377    783 0 22:42:19 ?     00:00:00 com.miui.tsmclient
nfc            8418    783 0 22:42:19 ?     00:00:00 com.miui.tsmclient:daemon
u0_a74         8437    783 0 22:42:19 ?     00:00:00 com.android.externalstorage
u0_a135        8494    783 0 22:42:20 ?     00:00:00 com.miui.micloudsync
theme          8500    783 0 22:42:20 ?     00:00:01 com.android.thememanager
u0_a110        8583    783 0 22:42:22 ?     00:00:00 com.miui.gallery
u0_a135        8666    783 0 22:42:23 ?     00:00:00 com.miui.cloudservice:galleryproxy
root           8858      2 0 22:42:43 ?     00:00:00 [kworker/2:4-events]
shell          8931      1 0 22:42:51 ?     00:00:00 adbd --root_seclabel=u:r:su:s0
system         8959    783 0 22:43:06 ?     00:00:00 com.android.settings
u0_a174        9104    783 0 22:44:01 ?     00:00:02 com.xiaomi.market
system         9292    783 0 22:44:48 ?     00:00:00 com.android.settings:remote
root           9336      2 0 22:45:33 ?     00:00:00 [kworker/3:5-events]
root           9423      2 0 22:47:11 ?     00:00:00 [kworker/1:3-events]
root           9678      2 0 22:47:52 ?     00:00:00 [kworker/2:1-events]
root           9686      2 0 22:48:33 ?     00:00:00 [kworker/0:0-events]
root           9832      2 1 22:49:32 ?     00:00:04 [kworker/u16:0+MODEM_CNTL]
root           9957      2 0 22:53:27 ?     00:00:00 [kworker/2:5-events]
root           9958      2 0 22:54:09 ?     00:00:00 [kworker/1:0-events]
root           9959      2 0 22:54:09 ?     00:00:00 [kworker/1:1-events_power_efficient]
root           9960      2 0 22:54:17 ?     00:00:00 [kworker/1:2-events]
root           9961      2 0 22:56:03 ?     00:00:00 [kworker/0:1-events]
root           9963      2 0 22:56:17 ?     00:00:00 [dsi_err_workq]
root           9972      2 0 22:56:17 ?     00:00:00 [kworker/u17:0-kgsl-events]
root           9973      2 0 22:56:17 ?     00:00:00 [kworker/6:0-events_power_efficient]
root           9974      2 2 22:56:17 ?     00:00:00 [kworker/u16:2-kgsl-mementry]
root          10014      2 0 22:56:19 ?     00:00:00 [kworker/u17:1-kgsl-events]
root          10015      2 0 22:56:19 ?     00:00:00 [kworker/1:5-events]
root          10025      2 0 22:56:20 ?     00:00:00 [kworker/u17:2-kgsl-events]
root          10029      2 0 22:56:20 ?     00:00:00 [kworker/u17:3-hal_register_write_wq]
root          10036      2 0 22:56:20 ?     00:00:00 [kworker/u17:4-kgsl-events]
root          10037      2 0 22:56:20 ?     00:00:00 [kworker/u17:5+dwc_wq]
u0_a248       10058    784 48 22:56:22 ?    00:00:09 tv.danmaku.bili
system        10082    783 2 22:56:22 ?     00:00:00 com.miui.securitycenter:ui
u0_a248       10165    784 8 22:56:22 ?     00:00:01 tv.danmaku.bili:pushservice
u0_a178       10234    783 1 22:56:22 ?     00:00:00 com.miui.securityadd
u0_a248       10307    784 1 22:56:22 ?     00:00:00 tv.danmaku.bili:ijkservice
u0_a248       10378    784 2 22:56:22 ?     00:00:00 tv.danmaku.bili:download
root          10484      2 1 22:56:24 ?     00:00:00 [kworker/u16:3-adb]
u0_a197       10591    784 1 22:56:26 ?     00:00:00 com.google.android.webview:webview_service
u0_a248       10688    784 17 22:56:34 ?    00:00:01 tv.danmaku.bili:web
u0_i9000      10730   2775 9 22:56:34 ?     00:00:00 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root          10786      2 2 22:56:34 ?     00:00:00 [kworker/u16:4-adb]
shell         10829   8931 9 22:56:41 ?     00:00:00 ps -ef
